Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
44.0,No,Travel_Rarely,477.0,Research & Development,7.0,4,Medical,1,Female,42,2,3,Healthcare Representative,4,Married,10248,2094,3,No,14,3,4,1,24,4,3,22,6,5,17
23.0,No,Travel_Rarely,885.0,Research & Development,4.0,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2
43.0,No,Non-Travel,1344.0,Research & Development,7.0,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,2089,5228,4,No,14,3,4,3,7,3,4,5,4,2,2
29.0,Yes,Travel_Rarely,806.0,Research & Development,7.0,3,Technical Degree,2,Female,39,3,1,Laboratory Technician,3,Divorced,3339,17285,3,Yes,13,3,1,2,10,2,3,7,7,7,7
27.0,No,Travel_Frequently,1131.0,Research & Development,15.0,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,4774,23844,1,No,19,3,4,1,8,2,2,7,6,7,3
46.0,Yes,Travel_Rarely,1254.0,Sales,10.0,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,7314,14011,5,No,21,4,3,3,14,2,3,8,7,0,7
32.0,No,Travel_Rarely,120.0,Research & Development,6.0,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3038,12430,3,No,20,4,1,0,8,2,3,5,4,1,4
30.0,No,Travel_Rarely,1339.0,Sales,7.0,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419,8053,2,No,12,3,3,1,12,2,3,10,9,7,4
37.0,No,Non-Travel,1252.0,Sales,19.0,2,Medical,1,Male,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9
30.0,No,Non-Travel,111.0,Research & Development,9.0,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,3072,11012,1,No,11,3,3,2,12,4,3,12,9,6,10
38.0,No,Travel_Rarely,243.0,Sales,7.0,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,1,No,20,4,1,0,8,2,3,7,7,0,5
33.0,No,Travel_Rarely,392.0,Sales,2.0,4,Medical,4,Male,93,3,2,Sales Executive,4,Divorced,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
36.0,No,Non-Travel,208.0,Research & Development,8.0,4,Life Sciences,3,Female,52,3,2,Healthcare Representative,3,Married,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9
36.0,No,Travel_Rarely,583.0,Research & Development,4.0,2,Life Sciences,3,Male,53,3,1,Research Scientist,4,Single,2875,9973,1,Yes,20,4,2,0,8,2,2,8,5,2,2
43.0,No,Travel_Frequently,1001.0,Research & Development,9.0,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,19627,3,Yes,13,3,2,1,10,3,3,8,7,4,7
32.0,No,Travel_Rarely,548.0,Research & Development,1.0,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,6220,7346,1,No,17,3,2,2,10,3,3,10,4,0,9
31.0,No,Travel_Rarely,741.0,Research & Development,2.0,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
52.0,No,Travel_Rarely,1325.0,Research & Development,11.0,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
44.0,No,Travel_Rarely,1448.0,Sales,28.0,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11
29.0,No,Travel_Rarely,1086.0,Research & Development,7.0,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3
36.0,Yes,Travel_Rarely,1485.0,Research & Development,12.0,1,Life Sciences,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,0
33.0,Yes,Travel_Rarely,813.0,Research & Development,14.0,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4
30.0,Yes,Travel_Frequently,109.0,Research & Development,7.0,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,1,No,17,3,1,0,4,3,3,3,2,1,2
30.0,Yes,Travel_Rarely,1005.0,Research & Development,7.0,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,2657,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4
36.0,No,Travel_Rarely,440.0,Research & Development,21.0,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2
31.0,Yes,Travel_Rarely,542.0,Sales,20.0,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2
21.0,No,Travel_Rarely,802.0,Sales,7.0,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,2380,25479,1,Yes,11,3,4,0,2,6,3,2,2,1,2
37.0,No,Travel_Frequently,663.0,Research & Development,11.0,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185,10056,1,Yes,14,3,3,3,10,1,3,10,8,0,7
38.0,No,Travel_Rarely,1495.0,Research & Development,4.0,2,Medical,4,Female,87,3,1,Laboratory Technician,3,Married,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
36.0,No,Travel_Rarely,266.0,Research & Development,1.0,3,Medical,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,No,18,3,4,0,2,3,2,2,2,2,1
33.0,No,Travel_Rarely,931.0,Research & Development,14.0,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,No,13,3,4,1,8,5,3,8,7,1,6
27.0,No,Travel_Rarely,1240.0,Research & Development,2.0,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341,19715,1,No,13,3,4,1,1,6,3,1,0,0,0
32.0,No,Travel_Rarely,498.0,Research & Development,7.0,4,Medical,3,Female,93,3,2,Manufacturing Director,1,Married,6725,13554,1,No,12,3,3,1,8,2,4,8,7,6,3
36.0,No,Travel_Rarely,1280.0,Research & Development,7.0,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1
36.0,No,Travel_Rarely,852.0,Research & Development,7.0,4,Life Sciences,2,Female,82,2,1,Research Scientist,1,Married,3419,13072,9,Yes,14,3,4,1,6,3,4,1,1,0,0
55.0,Yes,Travel_Rarely,725.0,Research & Development,2.0,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4
42.0,No,Non-Travel,355.0,Research & Development,10.0,4,Technical Degree,3,Male,38,3,1,Research Scientist,3,Married,2936,6161,3,No,22,4,2,2,10,1,2,6,3,3,3
22.0,Yes,Travel_Rarely,391.0,Research & Development,7.0,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472,26092,1,Yes,23,4,1,0,1,2,3,1,0,0,0
30.0,No,Travel_Rarely,911.0,Research & Development,1.0,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,3748,4077,1,No,13,3,3,0,12,6,2,12,8,1,7
36.0,No,Travel_Rarely,538.0,Research & Development,25.0,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,14004,4,No,14,3,4,0,9,3,3,3,2,0,2
52.0,No,Travel_Rarely,956.0,Research & Development,6.0,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,22087,3,Yes,12,3,2,2,18,3,3,10,9,6,9
54.0,No,Travel_Frequently,966.0,Research & Development,1.0,4,Life Sciences,4,Female,53,3,3,Manufacturing Director,3,Divorced,10502,9659,7,No,17,3,1,1,33,2,1,5,4,1,4
52.0,Yes,Travel_Rarely,1030.0,Sales,7.0,3,Life Sciences,2,Male,64,3,3,Sales Executive,2,Single,8446,21534,9,Yes,19,3,3,0,10,2,2,8,7,7,7
34.0,Yes,Travel_Rarely,699.0,Research & Development,6.0,1,Medical,2,Male,83,3,1,Research Scientist,1,Single,2960,17102,2,No,11,3,3,0,8,2,3,4,2,1,3
55.0,No,Travel_Rarely,189.0,Human Resources,26.0,4,Human Resources,3,Male,71,4,5,Manager,2,Married,19636,25811,4,Yes,18,3,1,1,35,0,3,10,9,1,4
42.0,No,Travel_Rarely,1147.0,Human Resources,10.0,3,Human Resources,3,Female,31,3,4,Manager,1,Married,16799,16616,1,No,14,3,3,1,21,5,3,20,7,0,9
36.0,No,Travel_Frequently,664.0,Research & Development,1.0,3,Medical,2,Male,79,3,1,Research Scientist,1,Married,2194,5868,4,No,13,3,4,1,5,2,2,3,2,1,2
40.0,No,Travel_Rarely,107.0,Sales,10.0,3,Technical Degree,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,No,12,3,2,1,7,2,4,5,1,1,3
31.0,No,Travel_Frequently,163.0,Research & Development,24.0,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
41.0,Yes,Travel_Frequently,143.0,Sales,4.0,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,9558,1,No,18,3,3,0,8,5,3,8,7,7,7
36.0,No,Travel_Rarely,991.0,Research & Development,6.0,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2
32.0,No,Non-Travel,862.0,Sales,2.0,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0
38.0,No,Non-Travel,1336.0,Human Resources,2.0,3,Human Resources,1,Male,100,3,1,Human Resources,2,Divorced,2592,7129,5,No,13,3,4,3,13,3,3,11,10,3,8
22.0,No,Travel_Rarely,253.0,Research & Development,11.0,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,24440,1,No,13,3,4,1,2,1,3,2,1,1,2
22.0,No,Travel_Rarely,217.0,Research & Development,8.0,1,Life Sciences,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,No,15,3,1,1,4,3,2,4,3,1,1
27.0,No,Travel_Rarely,1134.0,Research & Development,16.0,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,No,14,3,2,1,4,2,3,2,2,2,2
38.0,No,Travel_Rarely,723.0,Sales,2.0,4,Marketing,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Yes,20,4,1,2,20,4,2,4,2,0,3
29.0,No,Travel_Rarely,232.0,Research & Development,19.0,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,22645,4,No,12,3,2,2,8,2,4,3,2,1,2
36.0,Yes,Travel_Rarely,529.0,Research & Development,2.0,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,3485,14935,2,No,11,3,3,0,5,5,1,0,0,0,0
31.0,No,Travel_Rarely,746.0,Research & Development,8.0,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424,20682,1,No,23,4,4,0,11,2,3,11,7,1,8
55.0,No,Non-Travel,177.0,Research & Development,8.0,1,Medical,4,Male,37,2,4,Healthcare Representative,2,Divorced,13577,25592,1,Yes,15,3,4,1,34,3,3,33,9,15,0
59.0,No,Travel_Rarely,818.0,Human Resources,6.0,2,Medical,2,Male,52,3,1,Human Resources,3,Married,2267,25657,8,No,17,3,4,0,7,2,2,2,2,2,2
48.0,No,Travel_Rarely,163.0,Sales,2.0,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,19658,2,No,14,3,1,1,14,2,3,9,7,6,7
43.0,No,Travel_Frequently,313.0,Research & Development,21.0,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,15238,7,No,20,4,1,1,8,1,3,3,2,1,2
36.0,No,Travel_Rarely,950.0,Research & Development,7.0,3,Other,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6
33.0,No,Travel_Rarely,134.0,Research & Development,2.0,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,2500,10515,1,No,14,3,1,0,4,2,4,3,1,0,2
53.0,No,Travel_Rarely,1219.0,Sales,2.0,4,Life Sciences,1,Female,78,2,4,Manager,4,Married,15427,22021,2,No,16,3,3,0,31,3,3,25,8,3,7
46.0,No,Non-Travel,849.0,Sales,26.0,2,Life Sciences,2,Male,98,2,2,Sales Executive,2,Single,7991,25166,8,No,15,3,3,0,6,3,3,2,2,2,2
31.0,No,Travel_Rarely,1398.0,Human Resources,8.0,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109,24609,9,No,18,3,4,0,8,3,3,3,2,0,2
38.0,No,Travel_Rarely,343.0,Research & Development,15.0,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,15682,1,Yes,14,3,2,1,12,3,3,11,10,2,9
55.0,No,Travel_Rarely,1136.0,Research & Development,1.0,4,Medical,2,Male,81,4,4,Research Director,4,Divorced,14732,12414,2,No,13,3,4,2,31,4,4,7,7,0,0
60.0,No,Travel_Rarely,696.0,Sales,7.0,4,Marketing,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,1,Yes,18,3,2,1,12,3,3,11,7,1,9
58.0,Yes,Travel_Rarely,286.0,Research & Development,2.0,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8
38.0,No,Travel_Frequently,802.0,Research & Development,29.0,5,Life Sciences,4,Female,50,3,2,Laboratory Technician,4,Single,2406,5456,1,No,11,3,4,0,10,2,3,10,3,9,9
46.0,No,Travel_Rarely,1277.0,Sales,2.0,3,Life Sciences,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
36.0,No,Travel_Rarely,1158.0,Research & Development,9.0,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4
56.0,Yes,Travel_Rarely,310.0,Research & Development,7.0,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,2339,3666,8,No,11,3,4,1,14,4,1,10,9,9,8
33.0,No,Travel_Frequently,1146.0,Sales,25.0,3,Medical,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,No,12,3,1,1,10,3,2,10,7,0,1
40.0,No,Non-Travel,1142.0,Research & Development,8.0,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2
27.0,Yes,Travel_Frequently,1337.0,Human Resources,22.0,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863,19555,1,No,12,3,1,0,1,2,3,1,0,0,0
36.0,No,Travel_Frequently,1479.0,Research & Development,1.0,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,No,20,4,1,1,6,6,1,6,5,1,4
36.0,No,Non-Travel,1180.0,Research & Development,2.0,2,Medical,2,Male,90,3,2,Manufacturing Director,4,Divorced,5762,24442,2,No,14,3,3,1,15,6,3,7,7,1,7
33.0,No,Travel_Rarely,1069.0,Research & Development,1.0,3,Life Sciences,2,Female,42,2,2,Healthcare Representative,4,Single,6949,12291,1,No,14,3,1,0,6,3,3,5,0,1,4
40.0,Yes,Travel_Rarely,575.0,Sales,22.0,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,6110,2,Yes,12,3,1,2,8,6,3,6,4,1,0
34.0,Yes,Non-Travel,967.0,Research & Development,16.0,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0
50.0,Yes,Travel_Rarely,869.0,Sales,7.0,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2
48.0,No,Travel_Rarely,277.0,Research & Development,6.0,3,Life Sciences,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,No,13,3,4,0,19,0,3,2,2,2,2
54.0,No,Travel_Rarely,431.0,Research & Development,7.0,4,Medical,4,Female,68,3,2,Research Scientist,4,Married,6854,15696,4,No,15,3,2,1,14,2,2,7,1,1,7
20.0,Yes,Travel_Rarely,500.0,Sales,2.0,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2
43.0,No,Non-Travel,343.0,Research & Development,9.0,3,Life Sciences,1,Male,52,3,1,Research Scientist,3,Single,2438,24978,4,No,13,3,3,0,7,2,2,3,2,1,2
29.0,No,Travel_Rarely,726.0,Research & Development,29.0,1,Life Sciences,4,Male,93,1,2,Healthcare Representative,3,Divorced,6384,21143,8,No,17,3,4,2,11,3,3,7,0,1,6
34.0,No,Non-Travel,999.0,Research & Development,26.0,1,Technical Degree,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,No,20,4,3,3,5,2,3,5,4,0,0
42.0,Yes,Travel_Frequently,933.0,Research & Development,19.0,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2
27.0,No,Travel_Rarely,486.0,Research & Development,8.0,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
19.0,Yes,Travel_Rarely,419.0,Sales,21.0,3,Other,4,Male,37,2,1,Sales Representative,2,Single,2121,9947,1,Yes,13,3,2,0,1,3,4,1,0,0,0
39.0,No,Travel_Rarely,466.0,Research & Development,1.0,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8
27.0,No,Travel_Rarely,802.0,Research & Development,9.0,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,2279,11781,1,No,16,3,4,0,7,2,2,7,7,0,3
59.0,No,Travel_Rarely,1429.0,Research & Development,18.0,4,Medical,4,Male,67,3,3,Manufacturing Director,4,Single,10512,20002,6,No,12,3,4,0,25,6,2,9,7,5,4
31.0,No,Travel_Rarely,688.0,Sales,7.0,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,25291,9,No,21,4,3,1,10,3,2,5,4,0,1
36.0,No,Travel_Rarely,1179.0,Research & Development,19.0,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3
34.0,No,Non-Travel,1381.0,Sales,4.0,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,12740,9,No,15,3,1,1,6,3,3,3,2,1,2
31.0,No,Travel_Rarely,154.0,Sales,7.0,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,2329,11737,3,No,15,3,2,0,13,2,4,7,7,5,2
53.0,No,Travel_Frequently,124.0,Sales,2.0,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12
41.0,No,Travel_Rarely,582.0,Research & Development,28.0,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,13570,5640,1,No,23,4,3,1,21,3,3,20,7,0,10
54.0,No,Travel_Rarely,1441.0,Research & Development,17.0,3,Technical Degree,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,No,11,3,3,1,22,2,3,10,7,0,8
30.0,No,Non-Travel,1400.0,Research & Development,7.0,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,16734,4,No,15,3,3,1,9,3,1,5,3,1,4
49.0,No,Travel_Rarely,1261.0,Research & Development,7.0,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,12066,8,No,24,4,3,0,26,2,3,5,2,0,0
46.0,No,Travel_Rarely,1485.0,Research & Development,18.0,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,26314,2,No,14,3,3,1,19,5,2,10,7,0,8
36.0,No,Travel_Rarely,132.0,Research & Development,6.0,3,Life Sciences,2,Female,55,4,1,Laboratory Technician,4,Married,3038,22002,3,No,12,3,2,0,5,3,3,1,0,0,0
32.0,Yes,Travel_Frequently,238.0,Research & Development,7.0,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432,15318,3,Yes,14,3,1,0,8,2,3,4,1,0,3
27.0,No,Travel_Rarely,802.0,Research & Development,19.0,3,Other,4,Male,67,2,1,Laboratory Technician,1,Divorced,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7
32.0,No,Travel_Rarely,646.0,Research & Development,9.0,4,Life Sciences,1,Female,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5
29.0,No,Travel_Rarely,718.0,Research & Development,8.0,1,Medical,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Yes,15,3,3,1,10,2,2,10,7,1,2
37.0,No,Travel_Rarely,290.0,Research & Development,21.0,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,3564,22977,1,Yes,12,3,1,1,8,3,2,8,7,1,7
36.0,No,Travel_Rarely,1349.0,Research & Development,7.0,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1
51.0,No,Travel_Rarely,1318.0,Sales,26.0,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17
34.0,No,Travel_Rarely,1031.0,Research & Development,6.0,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0
40.0,No,Travel_Rarely,1398.0,Sales,2.0,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,13022,1,No,14,3,4,0,21,2,3,20,15,1,12
38.0,No,Travel_Frequently,1444.0,Human Resources,1.0,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991,5224,1,Yes,11,3,2,1,7,2,3,6,2,1,2
48.0,No,Travel_Rarely,855.0,Research & Development,4.0,3,Life Sciences,4,Male,54,3,3,Manufacturing Director,4,Single,7898,18706,1,No,11,3,3,0,11,2,3,10,9,0,8
42.0,No,Travel_Rarely,933.0,Research & Development,29.0,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8
31.0,No,Non-Travel,697.0,Research & Development,10.0,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,No,20,4,3,1,13,2,4,11,7,4,8
46.0,Yes,Travel_Rarely,669.0,Sales,9.0,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7
36.0,No,Travel_Frequently,636.0,Research & Development,4.0,4,Other,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,No,13,3,2,1,2,2,4,2,2,2,2
29.0,Yes,Travel_Frequently,746.0,Sales,24.0,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091,10642,1,No,17,3,4,0,1,3,3,1,0,0,0
42.0,No,Non-Travel,335.0,Research & Development,23.0,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,4332,14811,1,No,12,3,4,0,20,2,3,20,9,3,7
39.0,No,Travel_Frequently,945.0,Research & Development,22.0,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8
22.0,No,Travel_Rarely,604.0,Research & Development,6.0,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,1,No,20,4,4,0,3,3,3,2,2,2,2
29.0,No,Travel_Rarely,153.0,Research & Development,15.0,2,Life Sciences,4,Female,49,2,2,Laboratory Technician,3,Single,4193,12682,1,Yes,12,3,4,0,10,3,3,9,5,0,8
43.0,No,Travel_Rarely,1473.0,Research & Development,8.0,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,2227,4,Yes,14,3,4,0,8,3,3,5,2,0,2
36.0,No,Travel_Frequently,496.0,Research & Development,11.0,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,4741,22722,1,Yes,13,3,3,1,5,3,3,5,3,3,3
31.0,No,Travel_Rarely,616.0,Research & Development,12.0,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,1,Yes,11,3,3,2,10,2,1,9,7,8,5
32.0,Yes,Travel_Rarely,1259.0,Research & Development,2.0,4,Life Sciences,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
38.0,No,Travel_Rarely,1206.0,Research & Development,9.0,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,4771,14293,2,No,19,3,4,2,10,0,4,5,2,0,3
20.0,Yes,Travel_Rarely,129.0,Research & Development,4.0,3,Technical Degree,1,Male,84,3,1,Laboratory Technician,1,Single,2973,13008,1,No,19,3,2,0,1,2,3,1,0,0,0
56.0,No,Travel_Rarely,718.0,Research & Development,4.0,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2
34.0,No,Travel_Frequently,303.0,Sales,2.0,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2
31.0,No,Travel_Rarely,1332.0,Research & Development,11.0,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,6833,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1
48.0,No,Travel_Frequently,365.0,Research & Development,4.0,5,Medical,3,Male,89,2,4,Manager,4,Married,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
40.0,No,Travel_Rarely,1416.0,Research & Development,2.0,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,19436,5949,1,No,19,3,4,1,22,5,3,21,7,3,9
40.0,No,Travel_Rarely,1124.0,Sales,1.0,2,Medical,2,Male,57,1,2,Sales Executive,4,Married,7457,13273,2,Yes,22,4,3,3,6,2,2,4,3,0,2
36.0,No,Travel_Rarely,682.0,Sales,18.0,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,1,No,16,3,4,1,6,2,1,5,3,0,4
34.0,Yes,Travel_Rarely,1107.0,Human Resources,9.0,4,Technical Degree,1,Female,52,3,1,Human Resources,3,Married,2742,3072,1,No,15,3,4,0,2,0,3,2,2,2,2
36.0,No,Non-Travel,727.0,Research & Development,7.0,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0
34.0,No,Travel_Frequently,560.0,Research & Development,1.0,4,Other,4,Male,91,3,1,Research Scientist,1,Divorced,2996,20284,5,No,14,3,3,2,10,2,3,4,3,1,3
40.0,No,Travel_Rarely,300.0,Sales,26.0,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5
34.0,Yes,Travel_Frequently,234.0,Research & Development,9.0,4,Life Sciences,4,Male,93,3,2,Laboratory Technician,1,Married,5346,6208,4,No,17,3,3,1,11,3,2,7,1,0,7
